,Unnamed: 0,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Sales_normalised_by_year,Critic_normalised_by_year,User_normalised_by_year,Score,GameTier
4179,7702,X-Men Origins: Wolverine,DS,2009,Action,Activision,0.15,0.03,0.0,0.02,0.2,55.0,81.0,0.005799755799755799,48.1,85.71,44.605266585266584,Medium
4180,7703,Big Mutha Truckers 2,PS2,2005,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2,51.0,21.0,0.008189655172413794,33.82,17.98,17.269396551724142,Low
4181,7704,Armored Core 4,PS3,2006,Simulation,505 Games,0.09,0.0,0.09,0.01,0.2,65.0,68.0,0.002302472127968977,56.34,68.35,41.564100824042654,Low
4182,7706,Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.2,76.0,79.0,0.00871559633027523,70.42,86.05,52.15957186544343,High
4183,7707,NHL FaceOff 2001,PS2,2001,Sports,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.2,57.0,40.0,0.012692050768203072,43.66,22.86,22.17756401692273,Low
4184,7708,Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,70.0,82.0,0.005350605463249788,62.67,87.8,50.15845020182108,Medium
4185,7709,The Great Escape,PS2,2003,Action,SCi,0.1,0.07,0.0,0.02,0.2,57.0,80.0,0.026425591098748258,47.89,80.25,42.722141863699584,Low
4186,7711,Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.2,63.0,78.0,0.015079365079365081,52.11,83.12,45.081693121693114,Medium
4187,7714,Big Mutha Truckers,XB,2002,Racing,Empire Interactive,0.15,0.04,0.0,0.01,0.19,59.0,43.0,0.011152416356877323,51.28,33.33,28.20705080545229,Low
4188,7715,Way of the Samurai 4,PS3,2011,Action,Nippon Ichi Software,0.0,0.03,0.16,0.01,0.19,58.0,65.0,0.012228260869565216,49.33,69.74,39.69407608695653,Low
4189,7717,The Hobbit,GBA,2003,Platform,Vivendi Games,0.14,0.05,0.0,0.0,0.19,67.0,92.0,0.02503477051460361,61.97,95.06,52.351678256838206,High
4190,7718,The King of Fighters XI,PS2,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,75.0,85.0,0.0021812893843916625,70.42,89.87,53.43072709646147,High
4191,7719,Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,Ubisoft,0.17,0.01,0.0,0.02,0.19,58.0,75.0,0.0021812893843916625,46.48,77.22,41.234060429794795,Low
4192,7723,Major League Baseball 2K12,PS3,2012,Sports,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,68.0,44.0,0.013062409288824385,63.77,32.39,32.057687469762946,Low
4193,7724,Family Guy,PSP,2006,Action,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,51.0,63.0,0.0021812893843916625,36.62,62.03,32.884060429794786,Low
4194,7726,Sniper Elite,PS2,2005,Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19,76.0,89.0,0.007758620689655172,70.59,94.38,54.99258620689656,High
4195,7729,Harry Potter and the Goblet of Fire,PSP,2005,Action,Electronic Arts,0.17,0.0,0.0,0.02,0.19,70.0,74.0,0.007758620689655172,61.76,77.53,46.432586206896545,Medium
4196,7732,Breath of Fire II,GBA,2001,Role-Playing,Ubisoft,0.14,0.05,0.0,0.0,0.19,81.0,88.0,0.012024048096192385,77.46,91.43,56.30067468269875,High
4197,7737,UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,0.08,0.08,0.0,0.03,0.19,65.0,24.0,0.012228260869565216,58.67,15.79,24.824076086956524,Low
4198,7739,Conan,X360,2007,Action,THQ,0.16,0.02,0.0,0.01,0.19,69.0,73.0,0.007933010136624064,64.1,77.01,47.039311003378884,Medium
4199,7746,No More Heroes: Heroes' Paradise,PS3,2010,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.19,72.0,73.0,0.008256880733944955,64.79,79.07,47.95608562691132,Medium
4200,7749,Aliens vs Predator,PC,2010,Shooter,Sega,0.0,0.17,0.0,0.02,0.19,68.0,74.0,0.008256880733944955,59.15,80.23,46.46275229357798,Medium
4201,7750,Captain America: Super Soldier,PS3,2011,Action,Sega,0.1,0.06,0.0,0.03,0.19,61.0,73.0,0.012228260869565216,53.33,80.26,44.53407608695653,Medium
4202,7752,Manhunt,XB,2004,Action,Take-Two Interactive,0.14,0.04,0.0,0.01,0.19,74.0,79.0,0.008653846153846154,67.65,78.67,48.77621794871796,Medium
4203,7753,NCAA Final Four 2003,PS2,2002,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,57.0,60.0,0.011152416356877323,48.72,55.13,34.620384138785624,Low
4204,7754,Dynasty Warriors: Gundam 2,X360,2008,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,49.0,70.0,0.005068994649394536,34.67,73.17,35.948356331549796,Low
4205,7756,Bound By Flame,PS4,2014,Role-Playing,Focus Home Interactive,0.08,0.09,0.0,0.03,0.19,53.0,59.0,0.014285714285714284,38.03,58.44,32.16142857142857,Low
4206,7758,Spectrobes: Origins,Wii,2009,Role-Playing,Disney Interactive Studios,0.16,0.02,0.0,0.01,0.19,71.0,84.0,0.005494505494505493,68.35,89.29,52.548498168498185,High
4207,7764,DanceMasters,X360,2010,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.19,63.0,59.0,0.008256880733944955,52.11,62.79,38.302752293577974,Low
4208,7765,Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.19,78.0,69.0,0.011152416356877323,75.64,66.67,47.44038413878562,Medium
4209,7768,Shiren the Wanderer,Wii,2008,Role-Playing,Sega,0.08,0.0,0.11,0.01,0.19,71.0,76.0,0.005068994649394536,64.0,80.49,48.165022998216465,Medium
4210,7772,LEGO Marvel's Avengers,3DS,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.09,0.01,0.01,0.19,60.0,71.0,0.023746701846965697,46.77,75.0,40.59791556728232,Low
4211,7774,Spore Hero Arena,DS,2009,Simulation,Electronic Arts,0.18,0.0,0.0,0.01,0.19,49.0,26.0,0.005494505494505493,40.51,20.24,20.2518315018315,Low
4212,7775,Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,Nintendo,0.15,0.04,0.0,0.01,0.19,50.0,89.0,0.011152416356877323,39.74,92.31,44.02038413878563,Medium
4213,7776,Enchanted Arms,X360,2006,Role-Playing,Ubisoft,0.16,0.02,0.0,0.02,0.19,69.0,69.0,0.0021812893843916625,61.97,69.62,43.8640604297948,Medium
4214,7778,Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,0.08,0.09,0.0,0.02,0.19,52.0,49.0,0.005068994649394536,38.67,47.56,28.745022998216466,Low
4215,7779,Mafia III,PC,2016,Action,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,63.0,32.0,0.023746701846965697,51.61,17.65,23.094582233948987,Low
4216,7783,Mace Griffin: Bounty Hunter,PS2,2003,Shooter,Electronic Arts,0.09,0.07,0.0,0.02,0.19,62.0,83.0,0.02503477051460361,54.93,83.95,46.30167825683819,Medium
4217,7785,Legacy of Kain: Defiance,XB,2003,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,74.0,79.0,0.02503477051460361,71.83,79.01,50.288344923504866,Medium
4218,7786,Final Fantasy XI,X360,2006,Role-Playing,Square Enix,0.17,0.01,0.0,0.01,0.19,66.0,65.0,0.0021812893843916625,57.75,64.56,40.77072709646146,Low
4219,7790,Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,Ubisoft,0.16,0.01,0.0,0.02,0.19,56.0,64.0,0.007758620689655172,41.18,66.29,35.82591954022988,Low
4220,7791,Fighter Within,XOne,2013,Fighting,Ubisoft,0.11,0.07,0.0,0.02,0.19,23.0,30.0,0.008559201141226819,11.9,24.39,12.099519733713743,Low
4221,7792,Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,0.09,0.07,0.0,0.02,0.19,66.0,84.0,0.02503477051460361,60.56,85.19,48.59167825683821,Medium
4222,7793,Shrek: Forever After,PS3,2010,Platform,Activision,0.16,0.02,0.0,0.02,0.19,57.0,45.0,0.008256880733944955,43.66,46.51,30.059418960244646,Low
4223,7797,X-Men Origins: Wolverine,PSP,2009,Action,Activision,0.13,0.03,0.0,0.03,0.19,60.0,75.0,0.005494505494505493,54.43,78.57,44.335164835164825,Medium
4224,7800,NHL Hitz Pro,PS2,2003,Sports,Midway Games,0.09,0.07,0.0,0.02,0.19,79.0,89.0,0.02503477051460361,78.87,91.36,56.751678256838204,High
4225,7805,Space Invaders Extreme 2,DS,2009,Shooter,Square Enix,0.17,0.01,0.0,0.01,0.19,82.0,71.0,0.005494505494505493,82.28,73.81,52.03183150183151,High
4226,7806,Need for Speed: The Run,3DS,2011,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,65.0,60.0,0.012228260869565216,58.67,63.16,40.61407608695652,Low
4227,7807,Supreme Commander 2,PC,2010,Strategy,Square Enix,0.0,0.15,0.0,0.04,0.19,77.0,62.0,0.008256880733944955,71.83,66.28,46.039418960244646,Medium
4228,7809,Quantum Theory,PS3,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,43.0,53.0,0.008256880733944955,23.94,55.81,26.58608562691132,Low
4229,7810,Dawn of Discovery,Wii,2009,Simulation,Ubisoft,0.12,0.06,0.0,0.02,0.19,81.0,85.0,0.005494505494505493,81.01,90.48,57.165164835164845,High
4230,7811,Guitar Hero Live,WiiU,2015,Misc,Activision,0.12,0.05,0.0,0.02,0.19,84.0,61.0,0.02102803738317757,84.42,58.97,47.80367601246106,Medium
4231,7817,Frequency,PS2,2001,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,83.0,90.0,0.012024048096192385,80.28,94.29,58.194008016032065,High
4232,7820,Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.03,0.19,63.0,75.0,0.014285714285714284,52.11,79.22,43.78142857142856,Medium
4233,7821,2002 FIFA World Cup,XB,2002,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,79.0,90.0,0.011152416356877323,76.92,93.59,56.84038413878562,High
4234,7822,SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,0.13,0.05,0.0,0.02,0.19,64.0,60.0,0.012228260869565216,57.33,63.16,40.16740942028985,Low
4235,7825,Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0.0,0.01,0.19,72.0,84.0,0.008653846153846154,64.71,85.33,50.01621794871796,Medium
4236,7826,Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,0.14,0.03,0.0,0.01,0.19,74.0,81.0,0.008256880733944955,67.61,88.37,51.99608562691132,Medium
4237,7827,Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,69.0,56.0,0.013062409288824385,65.22,49.3,38.17768746976294,Low
4238,7828,Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,0.12,0.0,0.06,0.01,0.19,64.0,78.0,0.005494505494505493,59.49,82.14,47.211831501831504,Medium
4239,7839,South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0.0,0.01,0.19,85.0,86.0,0.014285714285714284,83.1,93.51,58.8747619047619,High
4240,7841,Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,0.15,0.04,0.0,0.01,0.19,49.0,46.0,0.008653846153846154,30.88,34.67,21.85288461538461,Low
4241,7843,MLB 12: The Show,PSV,2012,Sports,Sony Computer Entertainment,0.17,0.0,0.0,0.02,0.19,76.0,78.0,0.013062409288824385,75.36,80.28,51.88435413642961,Medium
4242,7848,NBA 2K11,PC,2010,Action,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,82.0,86.0,0.008256880733944955,78.87,94.19,57.689418960244645,High
4243,7851,WWE All Stars,Wii,2011,Fighting,THQ,0.1,0.07,0.0,0.02,0.19,68.0,70.0,0.012228260869565216,62.67,76.32,46.33407608695652,Medium
4244,7852,Naruto: Ninja Destiny,DS,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0.0,0.19,61.0,44.0,0.0021812893843916625,50.7,37.97,29.55739376312813,Low
4245,7853,FaceBreaker,X360,2008,Fighting,Electronic Arts,0.15,0.02,0.0,0.02,0.19,54.0,63.0,0.005068994649394536,41.33,64.63,35.32168966488313,Low
4246,7855,Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,0.17,0.01,0.0,0.01,0.19,73.0,70.0,0.008256880733944955,66.2,75.58,47.262752293577975,Medium
4247,7856,Lunar Legend,GBA,2002,Role-Playing,Media Rings,0.14,0.05,0.0,0.0,0.19,79.0,78.0,0.011152416356877323,76.92,78.21,51.71371747211896,Medium
4248,7857,Conflict: Global Terror,PS2,2005,Shooter,Eidos Interactive,0.09,0.07,0.0,0.02,0.19,62.0,85.0,0.007758620689655172,50.0,89.89,46.63258620689656,Medium
4249,7858,Dante's Inferno,PSP,2010,Action,Electronic Arts,0.12,0.03,0.01,0.02,0.19,70.0,81.0,0.008256880733944955,61.97,88.37,50.116085626911314,Medium
4250,7860,Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,0.09,0.08,0.0,0.02,0.19,82.0,79.0,0.008559201141226819,82.14,84.15,55.43285306704709,High
4251,7863,Tomb Raider: Underworld,DS,2008,Action,Eidos Interactive,0.15,0.02,0.0,0.01,0.19,70.0,84.0,0.005068994649394536,62.67,90.24,50.97168966488314,Medium
4252,7864,Death Jr.,PSP,2005,Platform,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.19,61.0,73.0,0.007758620689655172,48.53,76.4,41.64591954022989,Low
4253,7865,Hulk,GC,2003,Action,Universal Interactive,0.15,0.04,0.0,0.01,0.19,71.0,74.0,0.02503477051460361,67.61,72.84,46.825011590171535,Medium
4254,7868,Phantasy Star Universe,PS2,2006,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,68.0,85.0,0.0021812893843916625,60.56,89.87,50.1440604297948,Medium
4255,7869,Gungrave,PS2,2002,Shooter,Activision,0.09,0.07,0.0,0.02,0.19,65.0,86.0,0.011152416356877323,58.97,88.46,49.1470508054523,Medium
4256,7871,Transworld Surf,PS2,2002,Sports,Atari,0.09,0.07,0.0,0.02,0.19,76.0,85.0,0.011152416356877323,73.08,87.18,53.42371747211896,High
4257,7872,Tenchu: Fatal Shadows,PS2,2004,Action,Sega,0.09,0.07,0.0,0.02,0.19,58.0,80.0,0.008653846153846154,44.12,80.0,41.37621794871794,Low
4258,7873,50 Cent: Blood on the Sand,PS3,2009,Shooter,THQ,0.1,0.06,0.01,0.03,0.19,72.0,72.0,0.005494505494505493,69.62,75.0,48.20849816849818,Medium
4259,7874,Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19,82.0,86.0,0.008559201141226819,82.14,92.68,58.2761864003804,High
4260,7875,Evolve,PC,2015,Shooter,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,77.0,43.0,0.02102803738317757,75.32,35.9,37.08034267912772,Low
4261,7877,Resident Evil: Revelations,WiiU,2013,Action,Capcom,0.07,0.07,0.03,0.01,0.19,80.0,75.0,0.008559201141226819,79.76,79.27,53.01285306704708,High
4262,7880,The Legend of Spyro: A New Beginning,GC,2006,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,67.0,73.0,0.0021812893843916625,59.15,74.68,44.61072709646146,Medium
4263,7884,Armored Core: For Answer,PS3,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19,62.0,76.0,0.005068994649394536,52.0,80.49,44.165022998216465,Medium
4264,7890,Harry Potter and the Prisoner of Azkaban,XB,2004,Action,Electronic Arts,0.14,0.04,0.0,0.01,0.19,67.0,88.0,0.008653846153846154,57.35,90.67,49.342884615384605,Medium
4265,7896,Street Fighter X Tekken,PSV,2012,Fighting,Capcom,0.1,0.04,0.01,0.03,0.19,79.0,75.0,0.013062409288824385,79.71,76.06,51.92768746976294,Medium
4266,7898,The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.02,0.13,0.01,0.19,80.0,73.0,0.014285714285714284,76.06,76.62,50.898095238095244,Medium
4267,7904,Rise of the Kasai,PS2,2005,Action,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,68.0,80.0,0.007758620689655172,58.82,84.27,47.699252873563225,Medium
4268,7907,Singstar: Ultimate Party,PS4,2014,Misc,Sony Computer Entertainment Europe,0.0,0.16,0.0,0.03,0.19,47.0,41.0,0.014285714285714284,29.58,35.06,21.551428571428577,Low
4269,7909,Risen,X360,2009,Role-Playing,Deep Silver,0.07,0.11,0.0,0.01,0.19,60.0,64.0,0.005494505494505493,54.43,65.48,39.971831501831495,Low
4270,7910,Nostalgia,DS,2008,Role-Playing,Tecmo Koei,0.16,0.0,0.02,0.01,0.19,72.0,76.0,0.005068994649394536,65.33,80.49,48.608356331549786,Medium
4271,7911,Dynasty Warriors Gundam,X360,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19,55.0,68.0,0.007933010136624064,46.15,71.26,39.139311003378886,Low
4272,7912,Chibi-Robo! Park Patrol,DS,2007,Adventure,Unknown,0.0,0.0,0.19,0.0,0.19,78.0,75.0,0.007933010136624064,75.64,79.31,51.65264433671221,Medium
4273,7916,Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0.0,0.01,0.19,82.0,74.0,0.008559201141226819,82.14,78.05,53.39951973371374,High
4274,7918,One Piece: Unlimited Adventure,Wii,2007,Adventure,Namco Bandai Games,0.07,0.0,0.11,0.01,0.19,67.0,85.0,0.007933010136624064,61.54,90.8,50.78264433671221,Medium
4275,7919,Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,0.11,0.05,0.0,0.03,0.19,61.0,65.0,0.008256880733944955,49.3,69.77,39.692752293577975,Low
4276,7922,Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.05,0.1,0.0,0.03,0.19,51.0,31.0,0.005068994649394536,37.33,25.61,20.98168966488313,Low
4277,7923,Binary Domain,X360,2012,Action,Sega,0.09,0.06,0.02,0.02,0.19,74.0,80.0,0.013062409288824385,72.46,83.1,51.857687469762936,Medium
4278,7934,Ice Age: Dawn of the Dinosaurs,PS3,2009,Action,Activision,0.13,0.03,0.0,0.02,0.19,67.0,73.0,0.005494505494505493,63.29,76.19,46.49516483516484,Medium
4279,7937,Robin Hood: Defender of the Crown,PS2,2003,Strategy,Capcom,0.09,0.07,0.0,0.02,0.19,59.0,56.0,0.02503477051460361,50.7,50.62,33.7816782568382,Low
4280,7941,R-Type Final,PS2,2003,Shooter,Metro 3D,0.09,0.07,0.0,0.02,0.19,79.0,91.0,0.02503477051460361,78.87,93.83,57.575011590171535,High
4281,7943,Bolt,PS3,2008,Adventure,Disney Interactive Studios,0.12,0.04,0.0,0.02,0.19,59.0,68.0,0.005068994649394536,48.0,70.73,39.5783563315498,Low
4282,7947,Sega GT 2002,XB,2002,Racing,Sega,0.12,0.03,0.03,0.01,0.19,82.0,82.0,0.011152416356877323,80.77,83.33,54.70371747211896,High
4283,7948,F1 2011,PC,2011,Racing,Codemasters,0.0,0.15,0.0,0.04,0.19,83.0,72.0,0.012228260869565216,82.67,78.95,53.87740942028986,High
4284,7950,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,0.09,0.07,0.0,0.02,0.19,68.0,81.0,0.007758620689655172,58.82,85.39,48.072586206896545,Medium
4285,7952,Samurai Warriors 2: Empires,PS2,2006,Action,Tecmo Koei,0.0,0.0,0.19,0.0,0.19,55.0,73.0,0.0021812893843916625,42.25,74.68,38.977393763128134,Low
4286,7953,Blood Omen 2,XB,2002,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,76.0,90.0,0.011152416356877323,73.08,93.59,55.56038413878563,High
4287,7954,Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,0.1,0.04,0.03,0.01,0.19,68.0,82.0,0.012228260869565216,62.67,92.11,51.59740942028986,Medium
4288,7955,Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive,0.17,0.0,0.0,0.01,0.19,74.0,53.0,0.008256880733944955,67.61,55.81,41.14275229357798,Low
4289,7956,Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,86.0,74.0,0.008559201141226819,86.9,78.05,54.986186400380404,High
4290,7958,Harry Potter: Quidditch World Cup,XB,2003,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,69.0,75.0,0.02503477051460361,64.79,74.07,46.29501159017154,Medium
4291,7959,Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,0.15,0.03,0.0,0.0,0.19,74.0,70.0,0.014285714285714284,67.61,72.73,46.78476190476189,Medium
4292,7961,Warriors: Legends of Troy,PS3,2011,Action,Tecmo Koei,0.06,0.04,0.07,0.02,0.19,44.0,70.0,0.012228260869565216,30.67,76.32,35.66740942028985,Low
4293,7962,La Pucelle: Tactics,PS2,2002,Role-Playing,Tecmo Koei,0.09,0.07,0.0,0.02,0.19,79.0,85.0,0.011152416356877323,76.92,87.18,54.70371747211897,High
4294,7963,Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,0.09,0.08,0.0,0.02,0.19,63.0,44.0,0.008256880733944955,52.11,45.35,32.48941896024465,Low
4295,7964,NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,0.17,0.0,0.0,0.01,0.19,55.0,42.0,0.005068994649394536,42.67,39.02,27.231689664883127,Low
4296,7965,Tiger Woods PGA Tour 07,XB,2006,Sports,Electronic Arts,0.13,0.05,0.0,0.01,0.19,81.0,68.0,0.0021812893843916625,78.87,68.35,49.0740604297948,Medium
4297,7966,Disney's Meet the Robinsons,Wii,2007,Action,Disney Interactive Studios,0.17,0.0,0.0,0.01,0.19,62.0,63.0,0.007933010136624064,55.13,65.52,40.21931100337887,Low
4298,7967,Sword Art Online: Hollow Realization,PS4,2016,Role-Playing,Namco Bandai Games,0.06,0.02,0.1,0.02,0.19,69.0,77.0,0.023746701846965697,61.29,83.82,48.37791556728232,Medium
4299,7969,The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0.0,0.03,0.19,66.0,71.0,0.012228260869565216,60.0,77.63,45.88074275362319,Medium
4300,7971,SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,0.1,0.07,0.0,0.02,0.19,74.0,83.0,0.008256880733944955,67.61,90.7,52.77275229357797,High
4301,7972,Rango: The Video Game,PS3,2011,Action,Electronic Arts,0.07,0.09,0.0,0.03,0.19,65.0,64.0,0.012228260869565216,58.67,68.42,42.36740942028985,Low
4302,7973,EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,0.09,0.07,0.0,0.02,0.19,77.0,85.0,0.02503477051460361,76.06,86.42,54.16834492350487,High
4303,7975,Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.03,0.09,0.02,0.19,65.0,74.0,0.008559201141226819,61.9,78.05,46.65285306704707,Medium
4304,7976,Shadows of the Damned,X360,2011,Action,Electronic Arts,0.1,0.06,0.01,0.02,0.19,76.0,84.0,0.012228260869565216,73.33,94.74,56.02740942028985,High
4305,7978,Phantasy Star Online Ver. 2,DC,2001,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,80.0,89.0,0.012024048096192385,76.06,92.86,56.310674682698725,High
4306,7982,Fight Club,PS2,2004,Fighting,Vivendi Games,0.09,0.07,0.0,0.02,0.18,36.0,44.0,0.008173076923076924,11.76,32.0,14.589391025641026,Low
4307,7983,Samurai Warriors: State of War,PSP,2005,Action,Tecmo Koei,0.07,0.0,0.11,0.01,0.18,64.0,64.0,0.007327586206896552,52.94,66.29,39.74577586206897,Low
4308,7985,Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,0.17,0.0,0.0,0.01,0.18,51.0,75.0,0.007492287351256059,41.03,79.31,40.11583076245042,Low
4309,7991,The Munchables,Wii,2009,Action,Namco Bandai Games,0.17,0.0,0.0,0.01,0.18,71.0,82.0,0.005189255189255188,68.35,86.9,51.75172975172975,Medium
4310,7995,Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,0.14,0.04,0.0,0.01,0.18,69.0,78.0,0.007327586206896552,60.29,82.02,47.439109195402295,Medium
4311,7996,Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,0.14,0.04,0.0,0.01,0.18,73.0,86.0,0.023643949930458968,70.42,87.65,52.697881316643496,High
4312,7997,Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,Vivendi Games,0.09,0.07,0.0,0.02,0.18,72.0,89.0,0.023643949930458968,69.01,91.36,53.464547983310155,High
4313,8001,Ty the Tasmanian Tiger,XB,2002,Platform,Electronic Arts,0.14,0.04,0.0,0.01,0.18,68.0,85.0,0.01053283767038414,62.82,87.18,50.00351094589013,Medium
4314,8006,Heavy Fire: Afghanistan,PS3,2011,Shooter,Unknown,0.17,0.0,0.0,0.02,0.18,39.0,33.0,0.01154891304347826,24.0,27.63,17.21384963768116,Low
4315,8007,Siren,PS2,2003,Adventure,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,72.0,78.0,0.023643949930458968,69.01,77.78,48.9378813166435,Medium
4316,8008,NARC,XB,2005,Shooter,Midway Games,0.14,0.04,0.0,0.01,0.18,51.0,28.0,0.007327586206896552,33.82,25.84,19.889109195402302,Low
4317,8009,Driver: San Francisco,PC,2011,Racing,Ubisoft,0.05,0.1,0.0,0.03,0.18,80.0,70.0,0.01154891304347826,78.67,76.32,51.66718297101449,Medium
4318,8013,Shape Up,XOne,2014,Misc,Ubisoft,0.08,0.09,0.0,0.01,0.18,58.0,83.0,0.013492063492063493,45.07,89.61,44.897830687830684,Medium
4319,8027,Amplitude,PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,86.0,88.0,0.023643949930458968,88.73,90.12,59.624547983310144,High
4320,8028,Disgaea DS,DS,2008,Role-Playing,Square Enix,0.11,0.01,0.05,0.01,0.18,82.0,75.0,0.0047873838355392846,78.67,79.27,52.648262461278506,High
4321,8029,Gauntlet: Seven Sorrows,XB,2005,Role-Playing,Midway Games,0.14,0.04,0.0,0.01,0.18,61.0,78.0,0.007327586206896552,48.53,82.02,43.5191091954023,Medium
4322,8030,AirForce Delta Storm,XB,2001,Shooter,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18,61.0,71.0,0.011356045424181695,49.3,67.14,38.81711868180806,Low
4323,8033,Fear Effect 2: Retro Helix,PS,2001,Action,Eidos Interactive,0.1,0.07,0.0,0.01,0.18,84.0,89.0,0.011356045424181695,81.69,92.86,58.18711868180807,High
4324,8036,Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,0.06,0.02,0.08,0.02,0.18,76.0,77.0,0.013492063492063493,70.42,81.82,50.75116402116403,Medium
4325,8038,Call of Duty: World at War,PC,2008,Shooter,Activision,0.02,0.14,0.0,0.03,0.18,83.0,75.0,0.0047873838355392846,80.0,79.27,53.09159579461185,High
4326,8039,CSI: Fatal Conspiracy,PS3,2010,Adventure,Ubisoft,0.11,0.05,0.0,0.02,0.18,39.0,56.0,0.007798165137614679,18.31,59.3,25.872599388379204,Low
