,Unnamed: 0,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Sales_normalised_by_year,Critic_normalised_by_year,User_normalised_by_year,Score,GameTier
5510,11151,The Suffering: Ties That Bind,XB,2005,Action,Midway Games,0.07,0.02,0.0,0.0,0.09,76.0,91.0,0.003448275862068966,70.59,96.63,55.74114942528736,High
5511,11158,Nobunaga's Ambition: Iron Triangle,PS2,2006,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,76.0,80.0,0.0009694619486185168,71.83,83.54,51.79032315398289,Medium
5512,11163,The Mummy: Tomb of the Dragon Emperor,Wii,2008,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09,39.0,64.0,0.002252886510842016,21.33,65.85,29.06075096217028,Low
5513,11166,Knights in the Nightmare,PSP,2010,Role-Playing,Atlus,0.06,0.0,0.02,0.01,0.09,75.0,77.0,0.0036697247706422025,69.01,83.72,50.91122324159022,Medium
5514,11169,Terraria,3DS,2016,Action,505 Games,0.0,0.04,0.05,0.0,0.09,71.0,71.0,0.010554089709762531,64.52,75.0,46.51018469656992,Medium
5515,11176,Digimon World 4,GC,2005,Role-Playing,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,55.0,81.0,0.003448275862068966,39.71,85.39,41.70114942528736,Low
5516,11178,Spectral Force 3,X360,2006,Role-Playing,Idea Factory,0.08,0.0,0.0,0.01,0.09,59.0,75.0,0.0009694619486185168,47.89,77.22,41.70365648731621,Low
5517,11182,Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005,Action,Activision,0.07,0.02,0.0,0.0,0.09,68.0,80.0,0.003448275862068966,58.82,84.27,47.697816091954024,Medium
5518,11187,The Ant Bully,Wii,2006,Platform,Midway Games,0.08,0.0,0.0,0.01,0.09,45.0,14.0,0.0009694619486185168,28.17,0.0,9.390323153982873,Low
5519,11188,Risen 3: Titan Lords,PC,2014,Role-Playing,Deep Silver,0.0,0.08,0.0,0.0,0.09,65.0,57.0,0.006349206349206349,54.93,55.84,36.925449735449746,Low
5520,11191,Battle Fantasia,X360,2008,Fighting,505 Games,0.07,0.0,0.01,0.01,0.09,71.0,66.0,0.002252886510842016,64.0,68.29,44.09741762883696,Medium
5521,11193,Karaoke Revolution,XB,2004,Misc,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.09,80.0,85.0,0.003846153846153847,76.47,86.67,54.38128205128204,High
5522,11194,Fire Pro Wrestling Returns,PS2,2005,Sports,505 Games,0.04,0.03,0.0,0.01,0.09,78.0,85.0,0.003448275862068966,73.53,89.89,54.4744827586207,High
5523,11195,Obscure: The Aftermath,PSP,2009,Action,Playlogic Game Factory,0.05,0.03,0.0,0.01,0.09,66.0,82.0,0.0024420024420024416,62.03,86.9,49.64414733414733,Medium
5524,11196,Jimmy Neutron: Boy Genius,GC,2002,Platform,THQ,0.07,0.02,0.0,0.0,0.09,42.0,51.0,0.004956629491945478,29.49,43.59,24.36165220983065,Low
5525,11197,Henry Hatsworth in the Puzzling Adventure,DS,2009,Puzzle,Electronic Arts,0.08,0.0,0.0,0.01,0.09,82.0,80.0,0.0024420024420024416,82.28,84.52,55.60081400081401,High
5526,11199,Rollcage Stage II,PS,2000,Racing,Sony Computer Entertainment,0.05,0.03,0.0,0.01,0.09,85.0,89.0,0.015122873345935728,81.94,93.9,58.618374291115316,High
5527,11200,Samurai Warriors 2: Xtreme Legends,PS2,2007,Action,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,50.0,80.0,0.0035257822829440288,39.74,85.06,41.601175260760975,Low
5528,11205,Spider-Man: Edge of Time,Wii,2011,Action,Activision,0.06,0.02,0.0,0.01,0.09,62.0,52.0,0.005434782608695652,54.67,52.63,35.76847826086956,Low
5529,11208,Jumper: Griffin's Story,Wii,2008,Action,Eidos Interactive,0.08,0.0,0.0,0.01,0.09,28.0,25.0,0.002252886510842016,6.67,18.29,8.32075096217028,Low
5530,11209,Forgotten Realms: Demon Stone,XB,2004,Action,Atari,0.06,0.02,0.0,0.0,0.09,72.0,65.0,0.003846153846153847,64.71,60.0,41.57128205128205,Low
5531,11211,Rock Band 3,DS,2010,Misc,MTV Games,0.07,0.01,0.0,0.01,0.09,79.0,55.0,0.0036697247706422025,74.65,58.14,44.264556574923546,Medium
5532,11212,LEGO Star Wars II: The Original Trilogy,GBA,2006,Action,LucasArts,0.06,0.02,0.0,0.0,0.09,55.0,70.0,0.0009694619486185168,42.25,70.89,37.713656487316214,Low
5533,11215,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2005,Adventure,Disney Interactive Studios,0.06,0.02,0.0,0.0,0.09,65.0,73.0,0.003448275862068966,54.41,76.4,43.60448275862069,Medium
5534,11219,Top Gear Rally,GBA,2003,Racing,Kemco,0.06,0.02,0.0,0.0,0.09,78.0,76.0,0.011126564673157162,77.46,75.31,50.92704218822439,Medium
5535,11220,Red Faction: Armageddon,PC,2011,Shooter,THQ,0.05,0.02,0.0,0.01,0.09,75.0,67.0,0.005434782608695652,72.0,72.37,48.12514492753623,Medium
5536,11221,BIT.TRIP COMPLETE,Wii,2011,Misc,Rising Star Games,0.06,0.02,0.0,0.01,0.09,84.0,87.0,0.005434782608695652,84.0,98.68,60.89514492753623,High
5537,11223,Rugby 15,XOne,2015,Sports,Bigben Interactive,0.03,0.05,0.0,0.01,0.09,20.0,31.0,0.009345794392523364,1.3,20.51,7.273115264797507,Low
5538,11226,XIII,GC,2003,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09,73.0,77.0,0.011126564673157162,70.42,76.54,48.99037552155772,Medium
5539,11228,Data East Arcade Classics,Wii,2010,Misc,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09,56.0,82.0,0.0036697247706422025,42.25,89.53,43.92788990825689,Medium
5540,11233,Wizardry: Tale of the Forsaken Land,PS2,2001,Role-Playing,Ubisoft,0.04,0.03,0.0,0.01,0.09,70.0,75.0,0.005344021376085504,61.97,72.86,44.94511467379203,Medium
5541,11234,ShellShock 2: Blood Trails,X360,2009,Shooter,Eidos Interactive,0.05,0.03,0.0,0.01,0.09,30.0,59.0,0.0024420024420024416,16.46,59.52,25.327480667480675,Low
5542,11236,F.E.A.R. Files,X360,2007,Shooter,Vivendi Games,0.07,0.01,0.0,0.01,0.09,66.0,71.0,0.0035257822829440288,60.26,74.71,44.991175260760976,Medium
5543,11245,The Smurfs 2,WiiU,2013,Platform,Ubisoft,0.04,0.03,0.0,0.01,0.09,42.0,56.0,0.0038040893961008094,34.52,56.1,30.207934696465372,Low
5544,11246,Lara Croft and the Temple of Osiris,PS4,2014,Action,Square Enix,0.0,0.07,0.0,0.01,0.09,74.0,67.0,0.006349206349206349,67.61,68.83,45.482116402116404,Medium
5545,11249,The Sims 2: Apartment Life,PC,2008,Simulation,Electronic Arts,0.0,0.07,0.0,0.01,0.09,75.0,77.0,0.002252886510842016,69.33,81.71,50.347417628836936,Medium
5546,11250,Killer7,PS2,2005,Action,Capcom,0.04,0.03,0.0,0.01,0.09,70.0,81.0,0.003448275862068966,61.76,85.39,49.05114942528736,Medium
5547,11251,Age of Mythology,PC,2002,Strategy,Microsoft Game Studios,0.02,0.06,0.0,0.01,0.09,89.0,89.0,0.004956629491945478,89.74,92.31,60.684985543163975,High
5548,11254,Astro Boy,PS2,2004,Action,Sega,0.04,0.03,0.0,0.01,0.09,54.0,69.0,0.003846153846153847,38.24,65.33,34.52461538461538,Low
5549,11258,Puss in Boots,PS3,2011,Action,THQ,0.07,0.01,0.0,0.01,0.09,70.0,70.0,0.005434782608695652,65.33,76.32,47.21847826086957,Medium
5550,11259,Monster House,GBA,2006,Adventure,THQ,0.06,0.02,0.0,0.0,0.09,69.0,90.0,0.0009694619486185168,61.97,96.2,52.723656487316205,High
5551,11261,Cloudy With a Chance of Meatballs,X360,2009,Platform,Ubisoft,0.07,0.0,0.0,0.01,0.09,62.0,65.0,0.0024420024420024416,56.96,66.67,41.210814000814,Low
5552,11263,MetropolisMania,PS2,2001,Strategy,Natsume,0.04,0.03,0.0,0.01,0.09,63.0,71.0,0.005344021376085504,52.11,67.14,39.751781340458706,Low
5553,11271,NCAA Football 08,XB,2007,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,82.0,81.0,0.003085059497576025,80.77,86.21,55.661028353165854,High
5554,11273,Ephemeral Fantasia,PS2,2000,Role-Playing,Konami Digital Entertainment,0.04,0.03,0.0,0.01,0.08,48.0,63.0,0.013232514177693763,30.56,62.2,30.92441083805923,Low
5555,11274,1 vs. 100,DS,2008,Misc,DSI Games,0.08,0.0,0.0,0.01,0.08,38.0,32.0,0.001971275696986764,20.0,26.83,15.610657091898995,Low
5556,11288,Counter-Strike: Source,PC,2004,Shooter,Vivendi Games,0.0,0.07,0.0,0.02,0.08,88.0,89.0,0.003365384615384616,88.24,92.0,60.08112179487179,High
5557,11291,Gray Matter,PC,2011,Adventure,DTP Entertainment,0.02,0.05,0.0,0.01,0.08,72.0,77.0,0.004755434782608696,68.0,85.53,51.1782518115942,Medium
5558,11293,America's Army: True Soldiers,X360,2007,Shooter,Ubisoft,0.08,0.0,0.0,0.01,0.08,43.0,67.0,0.003085059497576025,30.77,70.11,33.62769501983252,Low
5559,11296,Raiden Fighters Aces,X360,2008,Shooter,Valcon Games,0.06,0.02,0.0,0.01,0.08,73.0,75.0,0.001971275696986764,66.67,79.27,48.647323758565655,Medium
5560,11299,NASCAR The Game: Inside Line,PS3,2012,Racing,Activision,0.07,0.0,0.0,0.01,0.08,76.0,45.0,0.0050798258345428155,75.36,33.8,36.38835994194485,Low
5561,11300,Star Wars: Empire at War,PC,2006,Strategy,LucasArts,0.01,0.06,0.0,0.01,0.08,79.0,84.0,0.0008482792050412023,76.06,88.61,54.89028275973502,High
5562,11302,BlazBlue Central Fiction,PS4,2016,Fighting,PQube,0.04,0.0,0.03,0.01,0.08,85.0,76.0,0.009234828496042216,87.1,82.35,56.48641160949868,High
5563,11310,Sega GT Online,XB,2003,Racing,Sega,0.06,0.02,0.0,0.0,0.08,72.0,92.0,0.009735744089012515,69.01,95.06,54.69324524802968,High
5564,11314,Knights in the Nightmare,DS,2008,Role-Playing,Sting,0.06,0.0,0.02,0.0,0.08,76.0,86.0,0.001971275696986764,70.67,92.68,54.450657091899004,High
5565,11316,Marvel Nemesis: Rise of the Imperfects,DS,2005,Fighting,Electronic Arts,0.08,0.0,0.0,0.01,0.08,34.0,65.0,0.003017241379310345,8.82,67.42,25.414339080459772,Low
5566,11326,Nano Assault,3DS,2011,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,0.08,75.0,77.0,0.004755434782608696,72.0,85.53,52.51158514492753,High
5567,11327,Captain America: Super Soldier,3DS,2011,Action,Sega,0.05,0.02,0.0,0.01,0.08,51.0,50.0,0.004755434782608696,40.0,50.0,30.00158514492753,Low
5568,11328,Onimusha Tactics,GBA,2003,Strategy,Capcom,0.06,0.02,0.0,0.0,0.08,64.0,87.0,0.009735744089012515,57.75,88.89,48.88324524802968,Medium
5569,11329,Bomberman Jetters,GC,2002,Puzzle,Hudson Soft,0.06,0.02,0.0,0.0,0.08,70.0,79.0,0.004337050805452294,65.38,79.49,48.29144568360181,Medium
5570,11331,TOCA Race Driver 3,PS2,2006,Racing,Codemasters,0.04,0.03,0.0,0.01,0.08,82.0,72.0,0.0008482792050412023,80.28,73.42,51.23361609306835,Medium
5571,11332,Mad Dog McCree: Gunslinger Pack,Wii,2009,Shooter,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,31.0,50.0,0.0021367521367521365,17.72,48.81,22.17737891737892,Low
5572,11335,How to Train Your Dragon 2,WiiU,2014,Adventure,Little Orbit,0.03,0.05,0.0,0.01,0.08,47.0,49.0,0.005555555555555557,29.58,45.45,25.011851851851848,Low
5573,11336,Blacksite: Area 51,PS3,2007,Shooter,Midway Games,0.07,0.01,0.0,0.01,0.08,56.0,63.0,0.003085059497576025,47.44,65.52,37.654361686499186,Low
5574,11337,Disney's Donald Duck: Goin' Quackers,PS2,2000,Platform,Ubisoft,0.04,0.03,0.0,0.01,0.08,73.0,73.0,0.013232514177693763,65.28,74.39,46.561077504725894,Medium
5575,11338,Ultimate Brain Games,GBA,2003,Misc,Telegames,0.06,0.02,0.0,0.0,0.08,80.0,83.0,0.009735744089012515,80.28,83.95,54.746578581363,High
5576,11341,Exit,PSP,2005,Puzzle,Ubisoft,0.07,0.0,0.0,0.01,0.08,77.0,77.0,0.003017241379310345,72.06,80.9,50.987672413793106,Medium
5577,11344,Harvey Birdman: Attorney at Law,Wii,2008,Adventure,Capcom,0.08,0.0,0.0,0.01,0.08,60.0,78.0,0.001971275696986764,49.33,82.93,44.087323758565674,Medium
5578,11352,Aliens versus Predator: Extinction,XB,2003,Strategy,Electronic Arts,0.06,0.02,0.0,0.0,0.08,64.0,77.0,0.009735744089012515,57.75,76.54,44.766578581363014,Medium
5579,11353,Bejeweled 3,PC,2010,Puzzle,PopCap Games,0.02,0.05,0.0,0.01,0.08,82.0,81.0,0.003211009174311927,78.87,88.37,55.74773700305811,High
5580,11354,RTX Red Rock,PS2,2003,Shooter,LucasArts,0.04,0.03,0.0,0.01,0.08,49.0,50.0,0.009735744089012515,36.62,43.21,26.61324524802967,Low
5581,11356,FIFA Street 2,XB,2006,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,63.0,71.0,0.0008482792050412023,53.52,72.15,41.890282759735015,Low
5582,11357,Smart Bomb,PSP,2005,Puzzle,Eidos Interactive,0.07,0.0,0.0,0.01,0.08,45.0,54.0,0.003017241379310345,25.0,55.06,26.687672413793106,Low
5583,11359,Shining Force: Resurrection of the Dark Dragon,GBA,2004,Role-Playing,THQ,0.06,0.02,0.0,0.0,0.08,77.0,88.0,0.003365384615384616,72.06,90.67,54.24445512820514,High
5584,11360,Shining Soul II,GBA,2003,Role-Playing,THQ,0.06,0.02,0.0,0.0,0.08,74.0,83.0,0.009735744089012515,71.83,83.95,51.92991191469633,Medium
5585,11363,The Golf Club,PS4,2014,Sports,Unknown,0.05,0.02,0.0,0.01,0.08,66.0,63.0,0.005555555555555557,56.34,63.64,39.99518518518519,Low
5586,11364,Hello Kitty: Roller Rescue,GC,2005,Action,Empire Interactive,0.06,0.02,0.0,0.0,0.08,64.0,68.0,0.003017241379310345,52.94,70.79,41.244339080459774,Low
5587,11366,Metal Slug Advance,GBA,2004,Shooter,Ignition Entertainment,0.06,0.02,0.0,0.0,0.08,79.0,83.0,0.003365384615384616,75.0,84.0,53.0011217948718,High
5588,11367,Pac-Man World Rally,GC,2006,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08,57.0,78.0,0.0008482792050412023,45.07,81.01,42.02694942640168,Low
5589,11369,Blazing Angels: Squadrons of WWII,XB,2006,Simulation,Ubisoft,0.06,0.02,0.0,0.0,0.08,69.0,68.0,0.0008482792050412023,61.97,68.35,43.44028275973502,Low
5590,11370,God Eater Resurrection,PS4,2015,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,70.0,78.0,0.008177570093457945,66.23,80.77,49.002725856697815,Medium
5591,11372,NHL 2K7,X360,2006,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,78.0,79.0,0.0008482792050412023,74.65,82.28,52.310282759735024,High
5592,11379,Miami Nights: Singles in the City,DS,2008,Simulation,Ubisoft,0.08,0.0,0.0,0.01,0.08,48.0,71.0,0.001971275696986764,33.33,74.39,35.90732375856565,Low
5593,11380,Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.03,0.03,0.0,0.01,0.08,90.0,76.0,0.008177570093457945,92.21,78.21,56.809392523364494,High
5594,11382,Strider 2,PS,2000,Platform,Virgin Interactive,0.05,0.03,0.0,0.01,0.08,69.0,81.0,0.013232514177693763,59.72,84.15,47.96107750472589,Medium
5595,11385,Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,0.0,0.06,0.0,0.02,0.08,69.0,68.0,0.003328578221588208,66.67,70.73,45.80110952607386,Medium
5596,11388,Death Jr. and the Science Fair of Doom,DS,2007,Platform,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.08,47.0,75.0,0.003085059497576025,35.9,79.31,38.404361686499186,Low
5597,11390,Shin Megami Tensei: Digital Devil Saga 2,PS2,2005,Role-Playing,Ghostlight,0.04,0.03,0.0,0.01,0.08,82.0,79.0,0.003017241379310345,79.41,83.15,54.18767241379311,High
5598,11391,Pro Evolution Soccer 2013,PC,2012,Sports,Konami Digital Entertainment,0.0,0.07,0.0,0.01,0.08,80.0,69.0,0.0050798258345428155,81.16,67.61,49.591693275278175,Medium
5599,11398,Battleborn,PC,2016,Shooter,Take-Two Interactive,0.04,0.04,0.0,0.01,0.08,69.0,69.0,0.009234828496042216,61.29,72.06,44.45307827616534,Medium
5600,11400,Agatha Christie: Evil Under the Sun,Wii,2008,Adventure,The Adventure Company,0.06,0.01,0.0,0.01,0.08,46.0,73.0,0.001971275696986764,30.67,76.83,35.83399042523233,Low
5601,11411,Don King Boxing,DS,2009,Sports,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08,71.0,78.0,0.0021367521367521365,68.35,82.14,50.164045584045574,Medium
5602,11413,Grand Prix Challenge,PS2,2002,Racing,Atari,0.04,0.03,0.0,0.01,0.08,76.0,92.0,0.004337050805452294,73.08,96.15,56.411445683601805,High
5603,11416,FIFA Soccer 2005,GBA,2004,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,75.0,78.0,0.003365384615384616,69.12,77.33,48.817788461538456,Medium
5604,11418,ShellShock 2: Blood Trails,PS3,2009,Shooter,Eidos Interactive,0.04,0.03,0.0,0.01,0.08,35.0,48.0,0.0021367521367521365,22.78,46.43,23.07071225071225,Low
5605,11420,Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.07,0.0,0.0,0.02,0.08,77.0,61.0,0.009234828496042216,74.19,60.29,44.829744942832015,Medium
5606,11421,Knights Contract,PS3,2011,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,51.0,60.0,0.004755434782608696,40.0,63.16,34.3882518115942,Low
5607,11423,NHL 06,GC,2005,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,78.0,93.0,0.003017241379310345,73.53,98.88,57.471005747126426,High
5608,11428,State of Emergency 2,PS2,2006,Shooter,SouthPeak Games,0.04,0.03,0.0,0.01,0.08,44.0,58.0,0.0008482792050412023,26.76,55.7,27.486949426401683,Low
5609,11433,Fatal Frame III: The Tormented,PS2,2005,Action,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08,78.0,89.0,0.003017241379310345,73.53,94.38,55.971005747126426,High
5610,11435,Seven Samurai 20XX,PS2,2004,Action,Sega,0.04,0.03,0.0,0.01,0.08,52.0,70.0,0.003365384615384616,35.29,66.67,33.987788461538464,Low
5611,11437,Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,Little Orbit,0.0,0.07,0.0,0.0,0.08,65.0,56.0,0.005555555555555557,54.93,54.55,36.49518518518519,Low
5612,11438,Risen 3: Titan Lords,PS3,2014,Role-Playing,Deep Silver,0.02,0.05,0.0,0.01,0.08,36.0,37.0,0.005555555555555557,14.08,29.87,14.651851851851852,Low
5613,11442,Tornado Outbreak,X360,2009,Action,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,62.0,80.0,0.0021367521367521365,56.96,84.52,47.160712250712244,Medium
5614,11443,Ninjabread Man,Wii,2007,Action,Popcorn Arcade,0.07,0.0,0.0,0.01,0.08,20.0,17.0,0.003085059497576025,1.28,12.64,4.641028353165859,Low
5615,11444,Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,Ubisoft,0.06,0.02,0.0,0.0,0.08,78.0,80.0,0.003365384615384616,73.53,80.0,51.177788461538455,Medium
5616,11446,Battlefield 2,PC,2005,Shooter,Electronic Arts,0.0,0.07,0.0,0.01,0.08,91.0,84.0,0.003017241379310345,92.65,88.76,60.47100574712643,High
5617,11448,Swingerz Golf,GC,2002,Sports,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,72.0,93.0,0.004337050805452294,67.95,97.44,55.13144568360182,High
5618,11451,Titanfall 2,PC,2016,Shooter,Electronic Arts,0.03,0.04,0.0,0.01,0.08,85.0,80.0,0.009234828496042216,87.1,88.24,58.44974494283201,High
5619,11452,Persona 4: Arena Ultimax,X360,2014,Fighting,Atlus,0.06,0.01,0.0,0.01,0.08,85.0,74.0,0.005555555555555557,83.1,77.92,53.675185185185185,High
5620,11453,Supremacy MMA,X360,2011,Fighting,505 Games,0.05,0.02,0.0,0.01,0.08,49.0,62.0,0.004755434782608696,37.33,65.79,34.374918478260874,Low
5621,11455,The King of Fighters 2006,PS2,2006,Fighting,Ignition Entertainment,0.01,0.01,0.05,0.0,0.08,66.0,86.0,0.0008482792050412023,57.75,91.14,49.630282759735024,Medium
5622,11457,Nobunaga's Ambition: Rise to Power,PS2,2004,Strategy,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,70.0,88.0,0.003365384615384616,61.76,90.67,50.811121794871795,Medium
5623,11458,FIFA Soccer 2003,GC,2002,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,86.0,78.0,0.004337050805452294,85.9,78.21,54.70477901693514,High
5624,11463,Major League Baseball 2K11,PC,2011,Sports,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08,74.0,59.0,0.004755434782608696,70.67,61.84,44.17158514492754,Medium
5625,11469,The Italian Job,XB,2003,Racing,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,54.0,58.0,0.009735744089012515,43.66,53.09,32.25324524802967,Low
5626,11470,Smuggler's Run: Warzones,GC,2002,Misc,Take-Two Interactive,0.06,0.02,0.0,0.0,0.08,79.0,69.0,0.004337050805452294,76.92,66.67,47.864779016935145,Medium
5627,11471,SafeCracker: The Ultimate Puzzle Adventure,Wii,2008,Puzzle,The Adventure Company,0.07,0.01,0.0,0.01,0.08,56.0,78.0,0.001971275696986764,44.0,82.93,42.310657091898996,Low
5628,11472,Warriors Orochi 3 Hyper,WiiU,2012,Action,Tecmo Koei,0.04,0.02,0.02,0.01,0.08,64.0,74.0,0.0050798258345428155,57.97,74.65,44.20835994194485,Medium
5629,11474,NBA 10: The Inside,PSP,2009,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.08,69.0,30.0,0.0021367521367521365,65.82,25.0,30.274045584045577,Low
5630,11481,PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,Namco Bandai Games,0.03,0.03,0.0,0.01,0.08,51.0,31.0,0.003328578221588208,45.24,25.61,23.617776192740532,Low
5631,11485,Space Channel 5 Special Edition,PS2,2003,Misc,Agetec,0.04,0.03,0.0,0.01,0.08,79.0,86.0,0.009735744089012515,78.87,87.65,55.50991191469634,High
5632,11486,The Legend of Alon D'ar,PS2,2001,Role-Playing,Ubisoft,0.04,0.03,0.0,0.01,0.08,43.0,67.0,0.0046760187040748155,23.94,61.43,28.458225339568035,Low
5633,11491,Big Mutha Truckers,GC,2003,Racing,Empire Interactive,0.06,0.02,0.0,0.0,0.08,63.0,82.0,0.009735744089012515,56.34,82.72,46.35657858136301,Medium
5634,11495,Super Robot Taisen OG Saga: Endless Frontier,DS,2008,Role-Playing,Namco Bandai Games,0.07,0.0,0.0,0.01,0.08,73.0,90.0,0.001971275696986764,66.67,97.56,54.743990425232326,High
5635,11496,Sniper: Ghost Warrior 2,PC,2013,Shooter,City Interactive,0.02,0.05,0.0,0.01,0.08,52.0,58.0,0.003328578221588208,46.43,58.54,34.99110952607386,Low
5636,11497,Samurai Shodown Sen,X360,2009,Fighting,Rising Star Games,0.07,0.01,0.0,0.01,0.08,46.0,52.0,0.0021367521367521365,36.71,51.19,29.30071225071225,Low
5637,11506,Samurai Western,PS2,2004,Action,505 Games,0.04,0.03,0.0,0.01,0.08,58.0,76.0,0.003365384615384616,44.12,74.67,39.597788461538464,Low
5638,11507,Looney Tunes: Acme Arsenal,X360,2007,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,40.0,68.0,0.003085059497576025,26.92,71.26,32.72769501983253,Low
5639,11508,Line Rider 2: Unbound,DS,2008,Puzzle,Deep Silver,0.07,0.0,0.0,0.01,0.08,59.0,56.0,0.001971275696986764,48.0,56.1,34.700657091899,Low
5640,11510,Harry Potter and the Sorcerer's Stone,GC,2003,Action,Electronic Arts,0.06,0.02,0.0,0.0,0.08,62.0,83.0,0.009735744089012515,54.93,83.95,46.29657858136301,Medium
5641,11511,High Heat Major League Baseball 2004,XB,2003,Sports,3DO,0.06,0.02,0.0,0.0,0.08,83.0,84.0,0.009735744089012515,84.51,85.19,56.56991191469634,High
5642,11512,TimeSplitters: Future Perfect,GC,2005,Shooter,Electronic Arts,0.06,0.02,0.0,0.0,0.08,82.0,91.0,0.003017241379310345,79.41,96.63,58.68100574712643,High
5643,11517,"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,Strategy,THQ,0.0,0.06,0.0,0.02,0.08,80.0,78.0,0.004755434782608696,78.67,86.84,55.17158514492754,High
5644,11526,Incredible Crisis,PS,1999,Action,Titus,0.04,0.03,0.0,0.01,0.08,80.0,75.0,0.006335797254487856,67.27,38.71,35.328778599084835,Low
5645,11530,The King of Fighters EX2: Howling Blood,GBA,2002,Fighting,Marvelous Interactive,0.06,0.02,0.0,0.0,0.08,80.0,91.0,0.004337050805452294,78.21,94.87,57.69477901693515,High
5646,11537,Ice Age 2: The Meltdown,Wii,2006,Platform,Vivendi Games,0.06,0.01,0.0,0.01,0.08,66.0,78.0,0.0008482792050412023,57.75,81.01,46.25361609306835,Medium
5647,11547,Knights Contract,X360,2011,Action,Namco Bandai Games,0.05,0.03,0.0,0.01,0.08,49.0,56.0,0.004755434782608696,37.33,57.89,31.741585144927534,Low
5648,11549,Hidden Invasion,PS2,2001,Shooter,Swing! Entertainment,0.04,0.03,0.0,0.01,0.08,39.0,58.0,0.0046760187040748155,18.31,48.57,22.294892006234694,Low
5649,11553,Superman: Shadow of Apokolips,GC,2003,Action,Atari,0.06,0.02,0.0,0.0,0.08,66.0,73.0,0.009735744089012515,60.56,71.6,44.056578581363,Medium
5650,11555,Armored Core 3 Portable,PSP,2009,Simulation,From Software,0.0,0.0,0.08,0.0,0.08,43.0,67.0,0.0021367521367521365,32.91,69.05,33.98737891737891,Low
5651,11556,PAC-MAN and the Ghostly Adventures,X360,2013,Platform,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,49.0,51.0,0.003328578221588208,42.86,50.0,30.9544428594072,Low
5652,11560,Batman: Dark Tomorrow,GC,2003,Action,Kemco,0.06,0.02,0.0,0.0,0.08,29.0,32.0,0.009735744089012515,8.45,20.99,9.816578581363004,Low
5653,11562,Crush,PSP,2007,Puzzle,Sega,0.07,0.0,0.0,0.01,0.08,83.0,90.0,0.003085059497576025,82.05,96.55,59.53436168649919,High
5654,11565,The First Templar,PC,2011,Action,Kalypso Media,0.06,0.01,0.0,0.01,0.08,57.0,58.0,0.004755434782608696,48.0,60.53,36.17825181159421,Low
5655,11572,Earth Defense Force 2017,X360,2006,Action,D3Publisher,0.04,0.0,0.03,0.0,0.08,69.0,77.0,0.0008482792050412023,61.97,79.75,47.24028275973501,Medium
5656,11573,Tomb Raider: Legend,GC,2006,Action,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,78.0,78.0,0.0008482792050412023,74.65,81.01,51.88694942640169,Medium
5657,11575,RoadKill,XB,2003,Action,Midway Games,0.06,0.02,0.0,0.0,0.08,68.0,74.0,0.009735744089012515,63.38,72.84,45.40991191469634,Medium
