,Borough,Major Category,Minor Category,Date,Season,Count,CrimeTier
322,Barking and Dagenham,Drugs,Other Drugs,2011,Summer,0,Low
323,Barking and Dagenham,Drugs,Other Drugs,2011,Winter,0,Low
324,Barking and Dagenham,Drugs,Other Drugs,2012,Autumn,0,Low
325,Barking and Dagenham,Drugs,Other Drugs,2012,Spring,0,Low
326,Barking and Dagenham,Drugs,Other Drugs,2012,Summer,0,Low
327,Barking and Dagenham,Drugs,Other Drugs,2012,Winter,0,Low
328,Barking and Dagenham,Drugs,Other Drugs,2013,Autumn,1,Low
329,Barking and Dagenham,Drugs,Other Drugs,2013,Spring,5,Low
330,Barking and Dagenham,Drugs,Other Drugs,2013,Summer,0,Low
331,Barking and Dagenham,Drugs,Other Drugs,2013,Winter,0,Low
332,Barking and Dagenham,Drugs,Other Drugs,2014,Autumn,0,Low
333,Barking and Dagenham,Drugs,Other Drugs,2014,Spring,2,Low
334,Barking and Dagenham,Drugs,Other Drugs,2014,Summer,0,Low
335,Barking and Dagenham,Drugs,Other Drugs,2014,Winter,1,Low
336,Barking and Dagenham,Drugs,Other Drugs,2015,Autumn,0,Low
337,Barking and Dagenham,Drugs,Other Drugs,2015,Spring,0,Low
338,Barking and Dagenham,Drugs,Other Drugs,2015,Summer,1,Low
339,Barking and Dagenham,Drugs,Other Drugs,2015,Winter,1,Low
340,Barking and Dagenham,Drugs,Other Drugs,2016,Autumn,0,Low
341,Barking and Dagenham,Drugs,Other Drugs,2016,Spring,2,Low
342,Barking and Dagenham,Drugs,Other Drugs,2016,Summer,0,Low
343,Barking and Dagenham,Drugs,Other Drugs,2016,Winter,1,Low
344,Barking and Dagenham,Drugs,Other Drugs,2017,Autumn,0,Low
345,Barking and Dagenham,Drugs,Other Drugs,2017,Spring,0,Low
346,Barking and Dagenham,Drugs,Other Drugs,2017,Summer,0,Low
347,Barking and Dagenham,Drugs,Other Drugs,2017,Winter,0,Low
348,Barking and Dagenham,Drugs,Other Drugs,2018,Autumn,0,Low
349,Barking and Dagenham,Drugs,Other Drugs,2018,Spring,0,Low
350,Barking and Dagenham,Drugs,Other Drugs,2018,Summer,0,Low
351,Barking and Dagenham,Drugs,Other Drugs,2018,Winter,1,Low
352,Barking and Dagenham,Drugs,Possession Of Drugs,2008,Autumn,362,High
353,Barking and Dagenham,Drugs,Possession Of Drugs,2008,Spring,337,High
354,Barking and Dagenham,Drugs,Possession Of Drugs,2008,Summer,474,High
355,Barking and Dagenham,Drugs,Possession Of Drugs,2008,Winter,301,High
356,Barking and Dagenham,Drugs,Possession Of Drugs,2009,Autumn,245,High
357,Barking and Dagenham,Drugs,Possession Of Drugs,2009,Spring,258,High
358,Barking and Dagenham,Drugs,Possession Of Drugs,2009,Summer,261,High
359,Barking and Dagenham,Drugs,Possession Of Drugs,2009,Winter,212,High
360,Barking and Dagenham,Drugs,Possession Of Drugs,2010,Autumn,314,High
361,Barking and Dagenham,Drugs,Possession Of Drugs,2010,Spring,314,High
362,Barking and Dagenham,Drugs,Possession Of Drugs,2010,Summer,249,High
363,Barking and Dagenham,Drugs,Possession Of Drugs,2010,Winter,199,High
364,Barking and Dagenham,Drugs,Possession Of Drugs,2011,Autumn,215,High
365,Barking and Dagenham,Drugs,Possession Of Drugs,2011,Spring,247,High
366,Barking and Dagenham,Drugs,Possession Of Drugs,2011,Summer,278,High
367,Barking and Dagenham,Drugs,Possession Of Drugs,2011,Winter,171,Medium
368,Barking and Dagenham,Drugs,Possession Of Drugs,2012,Autumn,277,High
369,Barking and Dagenham,Drugs,Possession Of Drugs,2012,Spring,216,High
370,Barking and Dagenham,Drugs,Possession Of Drugs,2012,Summer,271,High
371,Barking and Dagenham,Drugs,Possession Of Drugs,2012,Winter,225,High
372,Barking and Dagenham,Drugs,Possession Of Drugs,2013,Autumn,281,High
373,Barking and Dagenham,Drugs,Possession Of Drugs,2013,Spring,332,High
374,Barking and Dagenham,Drugs,Possession Of Drugs,2013,Summer,321,High
375,Barking and Dagenham,Drugs,Possession Of Drugs,2013,Winter,269,High
376,Barking and Dagenham,Drugs,Possession Of Drugs,2014,Autumn,248,High
377,Barking and Dagenham,Drugs,Possession Of Drugs,2014,Spring,282,High
378,Barking and Dagenham,Drugs,Possession Of Drugs,2014,Summer,259,High
379,Barking and Dagenham,Drugs,Possession Of Drugs,2014,Winter,183,Medium
380,Barking and Dagenham,Drugs,Possession Of Drugs,2015,Autumn,279,High
381,Barking and Dagenham,Drugs,Possession Of Drugs,2015,Spring,282,High
382,Barking and Dagenham,Drugs,Possession Of Drugs,2015,Summer,329,High
383,Barking and Dagenham,Drugs,Possession Of Drugs,2015,Winter,249,High
384,Barking and Dagenham,Drugs,Possession Of Drugs,2016,Autumn,280,High
385,Barking and Dagenham,Drugs,Possession Of Drugs,2016,Spring,267,High
386,Barking and Dagenham,Drugs,Possession Of Drugs,2016,Summer,293,High
387,Barking and Dagenham,Drugs,Possession Of Drugs,2016,Winter,221,High
388,Barking and Dagenham,Drugs,Possession Of Drugs,2017,Autumn,213,High
389,Barking and Dagenham,Drugs,Possession Of Drugs,2017,Spring,186,Medium
390,Barking and Dagenham,Drugs,Possession Of Drugs,2017,Summer,159,Medium
391,Barking and Dagenham,Drugs,Possession Of Drugs,2017,Winter,165,Medium
392,Barking and Dagenham,Drugs,Possession Of Drugs,2018,Autumn,209,High
393,Barking and Dagenham,Drugs,Possession Of Drugs,2018,Spring,223,High
394,Barking and Dagenham,Drugs,Possession Of Drugs,2018,Summer,212,High
395,Barking and Dagenham,Drugs,Possession Of Drugs,2018,Winter,205,High
396,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2008,Autumn,231,High
397,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2008,Spring,205,High
398,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2008,Summer,248,High
399,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2008,Winter,175,Medium
400,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2009,Autumn,218,High
401,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2009,Spring,206,High
402,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2009,Summer,199,High
403,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2009,Winter,169,Medium
404,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2010,Autumn,173,Medium
405,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2010,Spring,278,High
406,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2010,Summer,260,High
407,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2010,Winter,225,High
408,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2011,Autumn,171,Medium
409,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2011,Spring,242,High
410,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2011,Summer,266,High
411,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2011,Winter,154,Medium
412,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2012,Autumn,164,Medium
413,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2012,Spring,126,Medium
414,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2012,Summer,117,Medium
415,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2012,Winter,101,Medium
416,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2013,Autumn,0,Low
417,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2013,Spring,0,Low
418,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2013,Summer,0,Low
419,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2013,Winter,50,Medium
420,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2014,Autumn,0,Low
421,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2014,Spring,0,Low
422,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2014,Summer,0,Low
423,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2014,Winter,0,Low
424,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2015,Autumn,0,Low
425,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2015,Spring,0,Low
426,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2015,Summer,0,Low
427,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2015,Winter,0,Low
428,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2016,Autumn,0,Low
429,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2016,Spring,0,Low
430,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2016,Summer,0,Low
431,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2016,Winter,0,Low
432,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2017,Autumn,0,Low
433,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2017,Spring,0,Low
434,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2017,Summer,0,Low
435,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2017,Winter,0,Low
436,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2018,Autumn,0,Low
437,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2018,Spring,0,Low
438,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2018,Summer,0,Low
439,Barking and Dagenham,Fraud or Forgery,Counted per Victim,2018,Winter,0,Low
440,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2008,Autumn,88,Medium
441,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2008,Spring,88,Medium
442,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2008,Summer,102,Medium
443,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2008,Winter,103,Medium
444,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2009,Autumn,120,Medium
445,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2009,Spring,118,Medium
446,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2009,Summer,129,Medium
447,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2009,Winter,72,Medium
448,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2010,Autumn,92,Medium
449,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2010,Spring,73,Medium
450,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2010,Summer,92,Medium
451,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2010,Winter,75,Medium
452,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2011,Autumn,71,Medium
453,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2011,Spring,74,Medium
454,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2011,Summer,69,Medium
455,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2011,Winter,92,Medium
456,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2012,Autumn,62,Medium
457,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2012,Spring,74,Medium
458,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2012,Summer,75,Medium
459,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2012,Winter,78,Medium
460,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2013,Autumn,7,Low
461,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2013,Spring,7,Low
462,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2013,Summer,6,Low
463,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2013,Winter,20,Low
464,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2014,Autumn,8,Low
465,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2014,Spring,9,Low
466,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2014,Summer,4,Low
467,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2014,Winter,15,Low
468,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2015,Autumn,3,Low
469,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2015,Spring,6,Low
470,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2015,Summer,10,Low
471,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2015,Winter,4,Low
472,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2016,Autumn,6,Low
473,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2016,Spring,7,Low
474,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2016,Summer,3,Low
475,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2016,Winter,1,Low
476,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2017,Autumn,10,Low
477,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2017,Spring,2,Low
478,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2017,Summer,6,Low
479,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2017,Winter,8,Low
480,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2018,Autumn,5,Low
481,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2018,Spring,11,Low
482,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2018,Summer,2,Low
483,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,2018,Winter,5,Low
484,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2008,Autumn,4,Low
485,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2008,Spring,2,Low
486,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2008,Summer,4,Low
487,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2008,Winter,3,Low
488,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2009,Autumn,3,Low
489,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2009,Spring,4,Low
490,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2009,Summer,6,Low
491,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2009,Winter,2,Low
492,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2010,Autumn,2,Low
493,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2010,Spring,4,Low
494,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2010,Summer,0,Low
495,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2010,Winter,5,Low
496,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2011,Autumn,2,Low
497,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2011,Spring,3,Low
498,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2011,Summer,3,Low
499,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2011,Winter,1,Low
500,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2012,Autumn,1,Low
501,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2012,Spring,2,Low
502,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2012,Summer,2,Low
503,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2012,Winter,2,Low
504,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2013,Autumn,5,Low
505,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2013,Spring,1,Low
506,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2013,Summer,3,Low
507,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2013,Winter,2,Low
508,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2014,Autumn,2,Low
509,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2014,Spring,3,Low
510,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2014,Summer,1,Low
511,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2014,Winter,2,Low
512,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2015,Autumn,2,Low
513,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2015,Spring,1,Low
514,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2015,Summer,3,Low
515,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2015,Winter,0,Low
516,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2016,Autumn,2,Low
517,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2016,Spring,7,Low
518,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2016,Summer,1,Low
519,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2016,Winter,1,Low
520,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2017,Autumn,2,Low
521,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2017,Spring,2,Low
522,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2017,Summer,2,Low
523,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2017,Winter,2,Low
524,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2018,Autumn,0,Low
525,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2018,Spring,1,Low
526,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2018,Summer,2,Low
527,Barking and Dagenham,Other Notifiable Offences,Going Equipped,2018,Winter,1,Low
528,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,2008,Autumn,69,Medium
529,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,2008,Spring,67,Medium
530,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,2008,Summer,73,Medium
531,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,2008,Winter,47,Medium
532,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,2009,Autumn,85,Medium
533,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,2009,Spring,84,Medium
534,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,2009,Summer,99,Medium
535,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,2009,Winter,71,Medium
536,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,2010,Autumn,85,Medium
537,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,2010,Spring,79,Medium
538,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,2010,Summer,70,Medium
539,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,2010,Winter,84,Medium
540,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,2011,Autumn,67,Medium
541,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,2011,Spring,92,Medium
542,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,2011,Summer,104,Medium
543,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,2011,Winter,84,Medium
